NAME,CODE,HIERARCHY,IS_GROUP,CHILDREN,LEVEL_NAME,PARENT,LEVEL_NUMBER,OFFICIAL_LEVEL_NAME
Maputo,PORT_MZMPM,ALL#WORLD#AFR#MOZ#PORT_MZMPM,False,,PORT_TERMINAL,MOZ,1,PORT_TERMINAL
Rancharia,RANCHARIA,ALL#WORLD#SOAME#BRA#BRANE#SAOPO#RANCHARIA,False,,CITY,BRA,3,CITY
Nord-Est (RO),ROU_MACRO2_NE,ALL#WORLD#EUR#ROU#ROU_MACRO2#ROU_MACRO2_NE,False,,REGION,ROU,2,COMMUNES AND VILLAGE
Puget Sound,PORT_USPGQ,ALL#WORLD#NOAME#USA#PORT_USPGQ,False,,PORT_TERMINAL,USA,1,PORT_TERMINAL
Xingtai,PORT_CNXGI,ALL#WORLD#ASIA#CHN#PORT_CNXGI,False,,PORT_TERMINAL,CHN,1,PORT_TERMINAL
Koszalin County,PL426,ALL#WORLD#EUR#POL#PL4#PL42#PL426,False,,DEPARTMENT,POL,3,GMINA
Cruz Das Almas,CRUZ_DAS_ALMAS,ALL#WORLD#SOAME#BRA#BRACW#BAHIA#CRUZ_DAS_ALMAS,False,,CITY,BRA,3,CITY
ALZZ Extra-Regio level 2,ALZZ,ALL#WORLD#EUR#ALB#ALZ#ALZZ,False,,REGION,ALB,2,MUNICIPALITY
Thessaly,GRC_THESSALY,ALL#WORLD#EUR#GRC#GRC_THESSALY,False,,REGION,GRC,1,ADMINISTRATIVE REGION
Foloro,FOLORO,ALL#WORLD#EUR#NOR#FOLORO,False,,CITY,NOR,1,COUNTY
Aragon,ES24,ALL#WORLD#EUR#ESP#ES2#ES24,False,,REGION,ESP,2,PROVINCE
Phu My,PHUMY,ALL#WORLD#ASIA#VNM#PHUMY,False,,CITY,VNM,1,MUNICIPALITY
 Brebes,BREBES,ALL#WORLD#ASIA#IDN#CENTRALJAVA#BREBES,False,,REGION,IDN,2,REGENCY
Burdur,TR613,ALL#WORLD#ASIA#TUR#TR6#TR61#TR613,False,,DEPARTMENT,TUR,3,DEPARTMENT
Tirschenreuth,DE23A,ALL#WORLD#EUR#DEU#DE2#DE23#DE23A,False,,DEPARTMENT,DEU,3,MUNICIPALITY
APM,apm,ALL#WORLD#NOAME#GTM#apm,False,,PORT_TERMINAL,GTM,1,PORT_TERMINAL
Recalada,PORT_RECALADA,ALL#WORLD#SOAME#ARG#SE_BUENOSAIRES#PORT_RECALADA,False,,CITY,ARG,2,DEPARTMENT
Tokuyama,TOKO,ALL#WORLD#ASIA#JPN#TOKO,False,,CITY,JPN,1,PREFECTURE
Basel,BAS,ALL#WORLD#EUR#CHE#BAS,False,,CITY,CHE,1,CANTON
South Atlantic,SATLANTICUSA,ALL#WORLD#NOAME#USA#SATLANTICUSA,False,,REGION,USA,1,STATE
Bartın,TR813,ALL#WORLD#ASIA#TUR#TR8#TR81#TR813,False,,DEPARTMENT,TUR,3,DEPARTMENT
ESZ Extra-Regio NUTS 1,ESZ,ALL#WORLD#EUR#ESP#ESZ,False,,NATIONAL_REGION,ESP,1,AUTONOMOUS COMMUNITY
Silvania,SILVANIA,ALL#WORLD#SOAME#BRA#GOIAS#SILVANIA,False,,CITY,BRA,2,MUNICIPALITY
Kaiyuan,Kaiyuan,ALL#WORLD#ASIA#CHN#LIAON#Kaiyuan,False,,CITY,CHN,2,PREFECTURE-LEVEL DIVISION
Caspian Sea Russia,CASPRUS,ALL#WORLD#EUR#RUS#CASPRUS,False,,REGION,RUS,1,AUTONOMOUS REGION
Aracaju,PORT_BRAJU,ALL#WORLD#SOAME#BRA#PORT_BRAJU,False,,PORT_TERMINAL,BRA,1,PORT_TERMINAL
Marilandia,MARILANDIA,ALL#WORLD#SOAME#BRA#BRANE#ESPIR#MARILANDIA,False,,CITY,BRA,3,CITY
SAN LUIS ARG,SAN_LUIS,ALL#WORLD#SOAME#ARG#SAN_LUIS,False,,NATIONAL_REGION,ARG,1,CITY
 Dél-Dunántúl,HUN_SOUTH_TRANSDANUB,ALL#WORLD#EUR#HUN#HUN_SOUTH_TRANSDANUB,False,,REGION,HUN,1,CAPITAL CITY
Joaquim Tavora,JOAQUIM_TAVORA,ALL#WORLD#SOAME#BRA#BRASO#PARAN#JOAQUIM_TAVORA,False,,CITY,BRA,3,CITY
Drôme,FRK23,ALL#WORLD#EUR#FRA#FRK#FRK2#FRK23,False,,DEPARTMENT,FRA,3,ARRONDISSEMENT
Park Forest,PFST,ALL#WORLD#NOAME#USA#EASCB#ILLIN#PFST,False,,CITY,USA,3,CITY
Northwest OK,NWOKLAH,ALL#WORLD#NOAME#USA#SOPLA#OKLAH#NWOKLAH,False,,REGION,USA,3,REGION
Malta,MT00,ALL#WORLD#EUR#MLT#MT0#MT00,False,,REGION,MLT,2,REGION
Hambantota International Port,PORT_HAM,ALL#WORLD#ASIA#LKA#PORT_HAM,False,,PORT_TERMINAL,LKA,1,PORT_TERMINAL
Feodosia District,UA449,ALL#WORLD#EUR#UKR#UA4#UA44#UA449,False,,DEPARTMENT,UKR,3,DEPARTMENT
Safi,PORT_MASFI,ALL#WORLD#AFR#MAR#PORT_MASFI,False,,PORT_TERMINAL,MAR,1,PORT_TERMINAL
Phuket,PHUKET_THAI,ALL#WORLD#ASIA#THA#PHUKET_THAI,False,,PORT_TERMINAL,THA,1,PORT_TERMINAL
EEZZZ Extra-Regio NUTS 3,EEZZZ,ALL#WORLD#EUR#EST#EEZ#EEZZ#EEZZZ,False,,DEPARTMENT,EST,3,DEPARTMENT
Isernia,ITF21,ALL#WORLD#EUR#ITA#ITF#ITF2#ITF21,False,,DEPARTMENT,ITA,3,MUNICIPALITY
Macroregion 03,UA3,ALL#WORLD#EUR#UKR#UA3,False,,NATIONAL_REGION,UKR,1,REGION
Poldiv,POLDV,ALL#WORLD#EUR#BGR#POLDV,False,,STATE,BGR,1,REGION
South Murray Mallee,SOUTH_MURRAY_MALLEE,ALL#WORLD#OCE#AUS#AUSOU#SOUTH_MURRAY_MALLEE,False,,FEDERAL_DISTRICT,AUS,2,LOCAL GOVERNMENT AREA
Fairmont WY,PAIRWY,ALL#WORLD#NOAME#USA#MOUNT#WYOMI#PAIRWY,False,,CITY,USA,3,CITY
Calabarzon,CALABARZON,ALL#WORLD#ASIA#PHL#CALABARZON,False,,NATIONAL_REGION,PHL,1,REGION
Longkou,PORT_CNLKU,ALL#WORLD#ASIA#CHN#PORT_CNLKU,False,,PORT_TERMINAL,CHN,1,PORT_TERMINAL
Itirapina,ITIRAPINA,ALL#WORLD#SOAME#BRA#SAOP#ITIRAPINA,False,,CITY,BRA,2,MUNICIPALITY
Pfaffenhofen an der Ilm,DE21J,ALL#WORLD#EUR#DEU#DE2#DE21#DE21J,False,,DEPARTMENT,DEU,3,MUNICIPALITY
Waldshut,DE13A,ALL#WORLD#EUR#DEU#DE1#DE13#DE13A,False,,DEPARTMENT,DEU,3,MUNICIPALITY
Webster Springs WV,WEBSTERSPRINGSWV,ALL#WORLD#NOAME#USA#APPAL#WESTV#WEBSTERSPRINGSWV,False,,CITY,USA,3,CITY
Engadine MI,ENGMMI,ALL#WORLD#NOAME#USA#EASCB#MICHI#ENGMMI,False,,CITY,USA,3,CITY
Kassel,DE731,ALL#WORLD#EUR#DEU#DE7#DE73#DE731,False,,DEPARTMENT,DEU,3,MUNICIPALITY
Nueva Ecija,NUEVAECIJA,ALL#WORLD#ASIA#PHL#NUEVAECIJA,False,,NATIONAL_REGION,PHL,1,REGION
Sao Vicente Do Sul,SAO_VICENTE_DO_SUL,ALL#WORLD#SOAME#BRA#BRASO#RIOGS#SAO_VICENTE_DO_SUL,False,,CITY,BRA,3,CITY
Licking MO,LICKINMO,ALL#WORLD#NOAME#USA#WECB#MISSO#LICKINMO,False,,CITY,USA,3,CITY
Jihozápad,CZE_JIHOZ,ALL#WORLD#EUR#CZE_SVK#CZE#CZE_JIHOZ,False,,REGION,CZE,2,DISTRICT
Waupaca WI,WAUPAWI,ALL#WORLD#NOAME#USA#EASCB#WISCO#WAUPAWI,False,,CITY,USA,3,CITY
Bakhmut District,UA211,ALL#WORLD#EUR#UKR#UA2#UA21#UA211,False,,DEPARTMENT,UKR,3,DEPARTMENT
Sanliurfa,SNLFA,ALL#WORLD#ASIA#TUR#SNLFA,False,,STATE,TUR,1,PROVINCE
Nièvre,FRC12,ALL#WORLD#EUR#FRA#FRC#FRC1#FRC12,False,,DEPARTMENT,FRA,3,ARRONDISSEMENT
Imperia,ITC31,ALL#WORLD#EUR#ITA#ITC#ITC3#ITC31,False,,DEPARTMENT,ITA,3,MUNICIPALITY
Cuenca del Salado,CSAL,ALL#WORLD#SOAME#ARG#CSAL,False,,REGION,ARG,1,CITY
batumi ,BATUMI,ALL#WORLD#ASIA#GEO#BATUMI,False,,PORT_TERMINAL,GEO,1,PORT_TERMINAL
Norrbotten County,SE332,ALL#WORLD#EUR#SWE#SE3#SE33#SE332,False,,DEPARTMENT,SWE,3,BOROUGH
West Netherland,NLD_WEST,ALL#WORLD#EUR#NLD#NLD_WEST,False,,REGION,NLD,1,PROVINCE
Rancho Queimado,RANCHO_QUEIMADO,ALL#WORLD#SOAME#BRA#BRASO#SANTA#RANCHO_QUEIMADO,False,,CITY,BRA,3,CITY
Heidekreis,DE938,ALL#WORLD#EUR#DEU#DE9#DE93#DE938,False,,DEPARTMENT,DEU,3,MUNICIPALITY
Umm Said,PORT_UMM_SAID,ALL#WORLD#ASIA#QAT#PORT_UMM_SAID,False,,PORT_TERMINAL,QAT,1,PORT_TERMINAL
Rosyth,ROSYTH,ALL#WORLD#EUR#GBR#SCOTL#ROSYTH,False,,CITY,GBR,2,COUNTY
Villa Constitucion,PORT_ARVCN,ALL#WORLD#SOAME#ARG#PORT_ARVCN,False,,PORT_TERMINAL,ARG,1,PORT_TERMINAL
Dehong Dai and Jingpo Autonomous Prefecture,Dehong_Dai_and_Jingpo,ALL#WORLD#ASIA#CHN#YUNNA#Dehong_Dai_and_Jingpo,False,,CITY,CHN,2,PREFECTURE-LEVEL DIVISION
Sarnia,SARNIA,ALL#WORLD#NOAME#CAN#SARNIA,False,,PORT_TERMINAL,CAN,1,PORT_TERMINAL
Aosta Valley,ITC2,ALL#WORLD#EUR#ITA#ITC#ITC2,False,,REGION,ITA,2,PROVINCE
Perth,PORT_AUPER,ALL#WORLD#OCE#AUS#PORT_AUPER,False,,PORT_TERMINAL,AUS,1,PORT_TERMINAL
Ilfov,RO322,ALL#WORLD#EUR#ROU#RO3#RO32#RO322,False,,DEPARTMENT,ROU,3,DEPARTMENT
Takamatsu,PORT_JPTAK,ALL#WORLD#ASIA#JPN#PORT_JPTAK,False,,PORT_TERMINAL,JPN,1,PORT_TERMINAL
Yatsushiro,PORT_JPYAT,ALL#WORLD#ASIA#JPN#PORT_JPYAT,False,,PORT_TERMINAL,JPN,1,PORT_TERMINAL
Ochakiv Port,OCHAKIV,ALL#WORLD#EUR#UKR#OCHAKIV,False,,PORT_TERMINAL,UKR,1,PORT_TERMINAL
Ávila,AVILA,ALL#WORLD#EUR#ESP#AVILA,False,,CITY,ESP,1,AUTONOMOUS COMMUNITY
Port cartier,PORT_CAPCA,ALL#WORLD#NOAME#CAN#PORT_CAPCA,False,,PORT_TERMINAL,CAN,1,PORT_TERMINAL
Southern Seaboard Alabama Georgia,SOUSE_AL_GA,ALL#WORLD#NOAME#USA#SOUSE#SOUSE_AL_GA,False,,REGION,USA,2,COUNTY
Western Eyre Peninsula,WESTERN_EYRE_PENINSULA,ALL#WORLD#OCE#AUS#AUSOU#WESTERN_EYRE_PENINSULA,False,,FEDERAL_DISTRICT,AUS,2,LOCAL GOVERNMENT AREA
Huelva,ES615,ALL#WORLD#EUR#ESP#ES6#ES61#ES615,False,,DEPARTMENT,ESP,3,COMARCA
Assam,ASSM,ALL#WORLD#ASIA#IND#ASSM,False,,STATE,IND,1,STATE
Banjarmasin,PORT_IDBDJ,ALL#WORLD#ASIA#IDN#PORT_IDBDJ,False,,PORT_TERMINAL,IDN,1,PORT_TERMINAL
Mansfeld-Südharz,DEE0A,ALL#WORLD#EUR#DEU#DEE#DEE0#DEE0A,False,,DEPARTMENT,DEU,3,MUNICIPALITY
Bornholm,DK014,ALL#WORLD#EUR#DNK#DK0#DK01#DK014,False,,DEPARTMENT,DNK,3,DEPARTMENT
Bodocó,BODOCO,ALL#WORLD#SOAME#BRA#BRACW#PERNA#BODOCO,False,,CITY,BRA,3,CITY
Annaba,PORT_DZAAE,ALL#WORLD#AFR#DZA#PORT_DZAAE,False,,PORT_TERMINAL,DZA,1,PORT_TERMINAL
Metro Manila,METROMANILA,ALL#WORLD#ASIA#PHL#METROMANILA,False,,NATIONAL_REGION,PHL,1,REGION
Fort Atkinson WI,FRWIIT,ALL#WORLD#NOAME#USA#EASCB#WISCO#FRWIIT,False,,CITY,USA,3,CITY
Gotha,DEG0C,ALL#WORLD#EUR#DEU#DEG#DEG0#DEG0C,False,,DEPARTMENT,DEU,3,MUNICIPALITY
Van Rooyenshek,VANROY,ALL#WORLD#AFR#LSO#VANROY,False,,FEDERAL_DISTRICT,LSO,1,DISTRICT
Corumba,CORUMBA,ALL#WORLD#SOAME#BRA#BRASE#MATOS#CORUMBA,False,,CITY,BRA,3,CITY
Relizane,RELIZANTE,ALL#WORLD#AFR#DZA#RELIZANTE,False,,REGION,DZA,1,PROVINCE
Angre Port,ANGR,ALL#WORLD#ASIA#IND#WESTI#MAHAR#ANGR,False,,CITY,IND,3,DISTRICT
Sassari,ITG2D,ALL#WORLD#EUR#ITA#ITG#ITG2#ITG2D,False,,DEPARTMENT,ITA,3,MUNICIPALITY
Clarion PA,CALPY,ALL#WORLD#NOAME#USA#NOEAS#PENNS#CALPY,False,,CITY,USA,3,CITY
Jequitinhonha,JEQUITINHMINAS,ALL#WORLD#SOAME#BRA#BRANE#MINAS#JEQUITINHMINAS,False,,CITY,BRA,3,CITY
Girau do Ponciano,GIRAUPON,ALL#WORLD#SOAME#BRA#BRACW#ALAGO#GIRAUPON,False,,CITY,BRA,3,CITY
Campana,PORT_ARCMP,ALL#WORLD#SOAME#ARG#PORT_ARCMP,False,,PORT_TERMINAL,ARG,1,PORT_TERMINAL
Burgenland,AT11,ALL#WORLD#EUR#AUT#AT1#AT11,False,,REGION,AUT,2,DISTRICT
South East Saskatchewan,SE_SASK,ALL#WORLD#NOAME#CAN#SE_SASK,False,,NATIONAL_REGION,CAN,1,PROVINCE
Worms (Independent City),DEB39,ALL#WORLD#EUR#DEU#DEB#DEB3#DEB39,False,,DEPARTMENT,DEU,3,MUNICIPALITY
Ludwigsburg,DE115,ALL#WORLD#EUR#DEU#DE1#DE11#DE115,False,,DEPARTMENT,DEU,3,MUNICIPALITY
cape horn port,PORT_CAPE_HORN,ALL#WORLD#SOAME#ARG#PORT_CAPE_HORN,False,,PORT_TERMINAL,ARG,1,PORT_TERMINAL
Civitavecchia,PORT_CIVI,ALL#WORLD#EUR#ITA#PORT_CIVI,False,,CITY,ITA,1,REGION
Lithuania,LT0,ALL#WORLD#EUR#LTU#LT0,False,,NATIONAL_REGION,LTU,1,COUNTY
Puerto de Ceuta,PORT_CEUTA,ALL#WORLD#EUR#ESP#PORT_CEUTA,False,,PORT_TERMINAL,ESP,1,PORT_TERMINAL
Bayern Land,DE-BY,ALL#WORLD#EUR#DEU#DE-BY,False,,STATE,DEU,1,STATE
London Locks WV,LONDOWIS,ALL#WORLD#NOAME#USA#APPAL#WESTV#LONDOWIS,False,,CITY,USA,3,CITY
St. Wendel,DEC06,ALL#WORLD#EUR#DEU#DEC#DEC0#DEC06,False,,DEPARTMENT,DEU,3,MUNICIPALITY
Leipzig,DED52,ALL#WORLD#EUR#DEU#DED#DED5#DED52,False,,DEPARTMENT,DEU,3,MUNICIPALITY
Tübingen,TBINGEN---GER,ALL#WORLD#EUR#DEU#BADEW#TBINGEN---GER,False,,TERRITORY,DEU,2,DISTRICT
Valenca,VALENCA,ALL#WORLD#SOAME#BRA#BRACW#BAHIA#VALENCA,False,,CITY,BRA,3,CITY
Ottawa 5 IL,OTTAWAIL,ALL#WORLD#NOAME#USA#EASCB#ILLIN#OTTAWAIL,False,,CITY,USA,3,CITY
Jämtland County,SE322,ALL#WORLD#EUR#SWE#SE3#SE32#SE322,False,,DEPARTMENT,SWE,3,BOROUGH
Bluegrass KY,BGKENTU,ALL#WORLD#NOAME#USA#APPAL#KENTU#BGKENTU,False,,REGION,USA,3,REGION
Statesville NC,NC_SV,ALL#WORLD#NOAME#USA#APPAL#NOCAR#NC_SV,False,,CITY,USA,3,CITY
Bydgoszcz-Toruń County,PL613,ALL#WORLD#EUR#POL#PL6#PL61#PL613,False,,DEPARTMENT,POL,3,GMINA
