NAME,CODE,HIERARCHY,IS_GROUP,CHILDREN,LEVEL_NAME,HIERARCHY_short
Alexander Bay,ALEXB,ALL#WORLD#EASTA#ZAF#ALEXB,false,,CITY,ALL#WORLD#EASTA#ZAF
Butternut WI,BUWINC,ALL#WORLD#NOAME#USA#EASCB#WISCO#BUWINC,false,,CITY,ALL#WORLD#NOAME#USA#EASCB#WISCO
Erzincan,ERZICAN,ALL#WORLD#WESTE#TUR#ERZICAN,false,,STATE,ALL#WORLD#WESTE#TUR
Düsseldorf,DSSELDORF,ALL#WORLD#EUR#DEU#DSSELDORF,false,,CITY,ALL#WORLD#EUR#DEU
Cluj,RO113,ALL#WORLD#EUR#ROU#RO1#RO11#RO113,false,,DEPARTMENT,ALL#WORLD#EUR#ROU#RO1#RO11
Northeast MO,NEMO,ALL#WORLD#NOAME#USA#WECB#MISSO#NEMO,false,,REGION,ALL#WORLD#NOAME#USA#WECB#MISSO
Åland,FI200,ALL#WORLD#EUR#FIN#FI2#FI20#FI200,false,,DEPARTMENT,ALL#WORLD#EUR#FIN#FI2#FI20
Macroregion Two,RO2,ALL#WORLD#EUR#ROU#RO2,false,,NATIONAL_REGION,ALL#WORLD#EUR#ROU
Thuringia,DEU_THURINGIA,ALL#WORLD#EUR#DEU#DEU_THURINGIA,false,,REGION,ALL#WORLD#EUR#DEU
Halle,DEU_LEI_HALLE,ALL#WORLD#EUR#DEU#SAXON#LEIPZIGDISTRICT---GER#DEU_LEI_HALLE,false,,CITY,ALL#WORLD#EUR#DEU#SAXON#LEIPZIGDISTRICT---GER
Wolf Ridge  MN,WOLFMN,ALL#WORLD#NOAME#USA#WECB#MINNE#WOLFMN,false,,CITY,ALL#WORLD#NOAME#USA#WECB#MINNE
Corguinho,CGNMS,ALL#WORLD#Americas#SOAME#BRA#BRASE#MATOS#CGNMS,false,,CITY,ALL#WORLD#Americas#SOAME#BRA#BRASE#MATOS
Eaton Rapids MI,ERMI,ALL#WORLD#NOAME#USA#EASCB#MICHI#ERMI,false,,CITY,ALL#WORLD#NOAME#USA#EASCB#MICHI
Upper Bavaria,DE21,ALL#WORLD#EUR#DEU#DE2#DE21,false,,REGION,ALL#WORLD#EUR#DEU#DE2
Södermanland County,SE122,ALL#WORLD#EUR#SWE#SE1#SE12#SE122,false,,DEPARTMENT,ALL#WORLD#EUR#SWE#SE1#SE12
Columbia Regional,CRMO,ALL#WORLD#NOAME#USA#WECB#MISSO#CRMO,false,,CITY,ALL#WORLD#NOAME#USA#WECB#MISSO
Vorarlberg,AT34,ALL#WORLD#EUR#AUT#AT3#AT34,false,,REGION,ALL#WORLD#EUR#AUT#AT3
Sumatra,PORT_IDTRA,ALL#WORLD#ASIA#IDN#PORT_IDTRA,false,,PORT_TERMINAL,ALL#WORLD#ASIA#IDN
Wolfenbüttel,DE91B,ALL#WORLD#EUR#DEU#DE9#DE91#DE91B,false,,DEPARTMENT,ALL#WORLD#EUR#DEU#DE9#DE91
Salzburg and Surroundings,AT323,ALL#WORLD#EUR#AUT#AT3#AT32#AT323,false,,DEPARTMENT,ALL#WORLD#EUR#AUT#AT3#AT32
Constanța,RO223,ALL#WORLD#EUR#ROU#RO2#RO22#RO223,false,,DEPARTMENT,ALL#WORLD#EUR#ROU#RO2#RO22
Manistee MI,MANISTEEMI,ALL#WORLD#NOAME#USA#EASCB#MICHI#MANISTEEMI,false,,CITY,ALL#WORLD#NOAME#USA#EASCB#MICHI
North Coast South America,AREA_NCSA,ALL#WORLD#AREA_NCSA,false,,REGION,ALL#WORLD
Can Tho City,CANTHO,ALL#WORLD#ASIA#VNM#CANTHO,false,,CITY,ALL#WORLD#ASIA#VNM
Stryiskyi Raion,UA735,ALL#WORLD#CIS#UKR#UA7#UA73#UA735,false,,DEPARTMENT,ALL#WORLD#CIS#UKR#UA7#UA73
Aden (Passing),PORT_ADEN_PASSING,ALL#WORLD#AFRMI#YEM#PORT_ADEN_PASSING,false,,PORT_TERMINAL,ALL#WORLD#AFRMI#YEM
Egersund,EGERSUND,ALL#WORLD#WESTE#NOR#EGERSUND,false,,PORT_TERMINAL,ALL#WORLD#WESTE#NOR
Feodosia,FEODOSIA,ALL#WORLD#CIS#RUS#CRIFD#CRIFS#FEODOSIA,false,,CITY,ALL#WORLD#CIS#RUS#CRIFD#CRIFS
Southern Denmark,DK03,ALL#WORLD#EUR#DNK#DK0#DK03,false,,REGION,ALL#WORLD#EUR#DNK#DK0
Meurthe-et-Moselle,FRF31,ALL#WORLD#EUR#FRA#FRF#FRF3#FRF31,false,,DEPARTMENT,ALL#WORLD#EUR#FRA#FRF#FRF3
Qingdao,QINGDAO,ALL#WORLD#ASIA#CHN#QINGDAO,false,,CITY,ALL#WORLD#ASIA#CHN
Nevada Water Pla MO,NEDVMISS,ALL#WORLD#NOAME#USA#WECB#MISSO#NEDVMISS,false,,CITY,ALL#WORLD#NOAME#USA#WECB#MISSO
Nayarit,NAY,ALL#WORLD#NOAME#MEX#NAY,false,,STATE,ALL#WORLD#NOAME#MEX
Igarapé,IGARAPE,ALL#WORLD#Americas#SOAME#BRA#BRANE#MINAS#IGARAPE,false,,CITY,ALL#WORLD#Americas#SOAME#BRA#BRANE#MINAS
South East (England),TLJ,ALL#WORLD#EUR#GBR#TLJ,false,,NATIONAL_REGION,ALL#WORLD#EUR#GBR
Amurang,PORT_IDTZD,ALL#WORLD#ASIA#IDN#PORT_IDTZD,false,,PORT_TERMINAL,ALL#WORLD#ASIA#IDN
Flandreau SD,FLANDRSOUTHDA,ALL#WORLD#NOAME#USA#NOPLA#SODAK#FLANDRSOUTHDA,false,,CITY,ALL#WORLD#NOAME#USA#NOPLA#SODAK
Pointe Noire,PNTN,ALL#WORLD#CWA#COG#PNTN,false,,PORT_TERMINAL,ALL#WORLD#CWA#COG
Aichach-Friedberg,DE275,ALL#WORLD#EUR#DEU#DE2#DE27#DE275,false,,DEPARTMENT,ALL#WORLD#EUR#DEU#DE2#DE27
Pingxiang,Pingxiang,ALL#WORLD#ASIA#CHN#JIANX#Pingxiang,false,,CITY,ALL#WORLD#ASIA#CHN#JIANX
Akdeniz,TUR_AKDENIZ,ALL#WORLD#WESTE#TUR#TUR_AKDENIZ,false,,CITY,ALL#WORLD#WESTE#TUR
ROZ Extra-Regio NUTS 1,ROZ,ALL#WORLD#EUR#ROU#ROZ,false,,NATIONAL_REGION,ALL#WORLD#EUR#ROU
Lake City SC,LC_SC,ALL#WORLD#NOAME#USA#SOEAS#SOCAR#LC_SC,false,,CITY,ALL#WORLD#NOAME#USA#SOEAS#SOCAR
PADD 5 (West Coast),PADD5,PADD5,true,[,,PADD5
"\"\"ALASK\"\"",,,,,,
"\"\"HAWAI\"\"",,,,,,
"\"\"ARIZO\"\"",,,,,,
"\"\"NEVAD\"\"",,,,,,
"\"\"CALIF\"\"",,,,,,
"\"\"OREGO\"\"",,,,,,
"\"\"WASHI\"\"",,,,,,
"]\"",,,,,,
Neustadt an der Waldnaab,DE237,ALL#WORLD#EUR#DEU#DE2#DE23#DE237,false,,DEPARTMENT,ALL#WORLD#EUR#DEU#DE2#DE23
Wallaroo,PORT_AUWAL,ALL#WORLD#OCEAN#AUS#PORT_AUWAL,false,,PORT_TERMINAL,ALL#WORLD#OCEAN#AUS
Bangka Belitung Islands,BANGKA,ALL#WORLD#ASIA#IDN#BANGKA,false,,TERRITORY,ALL#WORLD#ASIA#IDN
Kiel (Independent City),DEF02,ALL#WORLD#EUR#DEU#DEF#DEF0#DEF02,false,,DEPARTMENT,ALL#WORLD#EUR#DEU#DEF#DEF0
Montego Bay,PORT_MONB,ALL#WORLD#CTLAM#JAM#PORT_MONB,false,,PORT_TERMINAL,ALL#WORLD#CTLAM#JAM
Gifhorn,GIFHORN-GER,ALL#WORLD#EUR#DEU#LOWSA#GIFHORN-GER,false,,TERRITORY,ALL#WORLD#EUR#DEU#LOWSA
Saarlouis,DEC04,ALL#WORLD#EUR#DEU#DEC#DEC0#DEC04,false,,DEPARTMENT,ALL#WORLD#EUR#DEU#DEC#DEC0
Neu-Ulm,NEU-ULM---GER,ALL#WORLD#EUR#DEU#BAVAR#NEU-ULM---GER,false,,TERRITORY,ALL#WORLD#EUR#DEU#BAVAR
Paracatu,PARACATU,ALL#WORLD#Americas#SOAME#BRA#BRANE#MINAS#PARACATU,false,,CITY,ALL#WORLD#Americas#SOAME#BRA#BRANE#MINAS
Vancouver,VANC,ALL#WORLD#NOAME#CAN#VANC,false,,CITY,ALL#WORLD#NOAME#CAN
District of Bruges,BE251,ALL#WORLD#EUR#BEL#BE2#BE25#BE251,false,,DEPARTMENT,ALL#WORLD#EUR#BEL#BE2#BE25
MKZZ Extra-Regio level 2,MKZZ,ALL#WORLD#EASTE#MKD#MKZ#MKZZ,false,,REGION,ALL#WORLD#EASTE#MKD#MKZ
Alaska,ALASK,ALL#WORLD#NOAME#USA#ALASK,false,,STATE,ALL#WORLD#NOAME#USA
Hersfeld-Rotenburg,DE734,ALL#WORLD#EUR#DEU#DE7#DE73#DE734,false,,DEPARTMENT,ALL#WORLD#EUR#DEU#DE7#DE73
 CANNES,CANNES,ALL#WORLD#EUR#FRA#CANNES,false,,CITY,ALL#WORLD#EUR#FRA
Savannah,SAVANNAH,ALL#WORLD#NOAME#USA#SOEAS#GEORG#SAVANNAH,false,,CITY,ALL#WORLD#NOAME#USA#SOEAS#GEORG
Vienne,FRI34,ALL#WORLD#EUR#FRA#FRI#FRI3#FRI34,false,,DEPARTMENT,ALL#WORLD#EUR#FRA#FRI#FRI3
Sofia City,SOFCT,ALL#WORLD#EUR#BGR#SOFCT,false,,STATE,ALL#WORLD#EUR#BGR
Northeast,ES2,ALL#WORLD#EUR#ESP#ES2,false,,NATIONAL_REGION,ALL#WORLD#EUR#ESP
Ebersberg,DE218,ALL#WORLD#EUR#DEU#DE2#DE21#DE218,false,,DEPARTMENT,ALL#WORLD#EUR#DEU#DE2#DE21
Karaikal,KARAIKAL,KARAIKAL,false,,CITY,KARAIKAL
Mudra,MUDRA,ALL#WORLD#ASIA#IND#MUDRA,false,,PORT_TERMINAL,ALL#WORLD#ASIA#IND
Davao Region,DAVAOREGION,ALL#WORLD#ASIA#PHL#DAVAOREGION,false,,NATIONAL_REGION,ALL#WORLD#ASIA#PHL
Koege,KOEGE,ALL#WORLD#EUR#DNK#KOEGE,false,,CITY,ALL#WORLD#EUR#DNK
Karatsu,PORT_JPKAR,ALL#WORLD#ASIA#JPN#PORT_JPKAR,false,,PORT_TERMINAL,ALL#WORLD#ASIA#JPN
Port of LA LIBERTAD,PORT_LALIB,ALL#WORLD#OSAM#ECU#PORT_LALIB,false,,PORT_TERMINAL,ALL#WORLD#OSAM#ECU
USA North Central,USANC,ALL#WORLD#NOAME#USA#USANC,false,,REGION,ALL#WORLD#NOAME#USA
Blagoveshchensk,BLGVCHSK,ALL#WORLD#CIS#RUS#FEAFD#AMUFS#BLGVCHSK,false,,CITY,ALL#WORLD#CIS#RUS#FEAFD#AMUFS
Meuse,FRF32,ALL#WORLD#EUR#FRA#FRF#FRF3#FRF32,false,,DEPARTMENT,ALL#WORLD#EUR#FRA#FRF#FRF3
Sofia,BG412,ALL#WORLD#EUR#BGR#BG4#BG41#BG412,false,,DEPARTMENT,ALL#WORLD#EUR#BGR#BG4#BG41
Aps,PORT_APS,PORT_APS,false,,PORT_TERMINAL,PORT_APS
MISSISSIPPI Lock and Dam No. 15,MISSI15,ALL#WORLD#NOAME#USA#EASCB#ILLIN#MISSI15,false,,REGION,ALL#WORLD#NOAME#USA#EASCB#ILLIN
Quilmes,QUIL,ALL#WORLD#Americas#SOAME#ARG#PAMAR#BUAPA#QUIL,false,,CITY,ALL#WORLD#Americas#SOAME#ARG#PAMAR#BUAPA
Weilheim-Schongau,DE21N,ALL#WORLD#EUR#DEU#DE2#DE21#DE21N,false,,DEPARTMENT,ALL#WORLD#EUR#DEU#DE2#DE21
Head of North Holland,NL321,ALL#WORLD#EUR#NLD#NL3#NL32#NL321,false,,DEPARTMENT,ALL#WORLD#EUR#NLD#NL3#NL32
Center MS,CENTERMS,ALL#WORLD#Americas#SOAME#BRA#BRASE#MATOS#CENTERMS,false,,REGION,ALL#WORLD#Americas#SOAME#BRA#BRASE#MATOS
Mazandaran,MAZAN,ALL#WORLD#AFRMI#IRN#MAZAN,false,,STATE,ALL#WORLD#AFRMI#IRN
Mülheim an der Ruhr (Independent City),DEA16,ALL#WORLD#EUR#DEU#DEA#DEA1#DEA16,false,,DEPARTMENT,ALL#WORLD#EUR#DEU#DEA#DEA1
Guilin,Guilin,ALL#WORLD#ASIA#CHN#GUANX#Guilin,false,,CITY,ALL#WORLD#ASIA#CHN#GUANX
Łódź,PL71,ALL#WORLD#EUR#POL#PL7#PL71,false,,REGION,ALL#WORLD#EUR#POL#PL7
Ireland,IE0,ALL#WORLD#EUR#IRL#IE0,false,,NATIONAL_REGION,ALL#WORLD#EUR#IRL
Dnipriany,PORT_DNIPRI,ALL#WORLD#CIS#UKR#PORT_DNIPRI,false,,PORT_TERMINAL,ALL#WORLD#CIS#UKR
Presidente Prudente,PRESIDENTE_PRUDENTE,ALL#WORLD#Americas#SOAME#BRA#BRANE#SAOPO#PRESIDENTE_PRUDENTE,false,,CITY,ALL#WORLD#Americas#SOAME#BRA#BRANE#SAOPO
Diamond MO,DIAMOMON,ALL#WORLD#NOAME#USA#WECB#MISSO#DIAMOMON,false,,CITY,ALL#WORLD#NOAME#USA#WECB#MISSO
Nigde,NGDE,ALL#WORLD#WESTE#TUR#NGDE,false,,STATE,ALL#WORLD#WESTE#TUR
Huesca,HUESCA,ALL#WORLD#EUR#ESP#HUESCA,false,,CITY,ALL#WORLD#EUR#ESP
Taizhou,TAIZHOU,ALL#WORLD#ASIA#CHN#JIANG#TAIZHOU,false,,CITY,ALL#WORLD#ASIA#CHN#JIANG
Turkey and Egypt,TUR_EGY,TUR_EGY,true,[,,TUR_EGY
"\"\"EGY\"\"",,,,,,
"\"\"TUR\"\"",,,,,,
"]\"",,,,,,
baja california,B-CA,ALL#WORLD#NOAME#MEX#B-CA,false,,STATE,ALL#WORLD#NOAME#MEX
Nouakchott,NOUAK,ALL#WORLD#AFRMI#MRT#NOUAK,false,,CITY,ALL#WORLD#AFRMI#MRT
Fort de France,FDFMQ,ALL#WORLD#EUR#FRA#OVERS#MTQ#FDFMQ,false,,CITY,ALL#WORLD#EUR#FRA#OVERS#MTQ
Tekirdag,PORT_TRTEK,ALL#WORLD#WESTE#TUR#PORT_TRTEK,false,,PORT_TERMINAL,ALL#WORLD#WESTE#TUR
Floro,FLORO,ALL#WORLD#WESTE#NOR#FLORO,false,,CITY,ALL#WORLD#WESTE#NOR
Outport,OUTPORT,ALL#WORLD#ASIA#IDN#OUTPORT,false,,PORT_TERMINAL,ALL#WORLD#ASIA#IDN
Gümüşhane,TR906,ALL#WORLD#WESTE#TUR#TR9#TR90#TR906,false,,DEPARTMENT,ALL#WORLD#WESTE#TUR#TR9#TR90
Chiapas,CHI,ALL#WORLD#NOAME#MEX#CHI,false,,STATE,ALL#WORLD#NOAME#MEX
Darmstadt,DE711,ALL#WORLD#EUR#DEU#DE7#DE71#DE711,false,,DEPARTMENT,ALL#WORLD#EUR#DEU#DE7#DE71
Macroregion Three,RO3,ALL#WORLD#EUR#ROU#RO3,false,,NATIONAL_REGION,ALL#WORLD#EUR#ROU
Meizhou,Meizhou,ALL#WORLD#ASIA#CHN#GUANG#Meizhou,false,,CITY,ALL#WORLD#ASIA#CHN#GUANG
Aveyron,FRJ22,ALL#WORLD#EUR#FRA#FRJ#FRJ2#FRJ22,false,,DEPARTMENT,ALL#WORLD#EUR#FRA#FRJ#FRJ2
Salem,SALLEMIL,ALL#WORLD#NOAME#USA#EASCB#ILLIN#SALLEMIL,false,,CITY,ALL#WORLD#NOAME#USA#EASCB#ILLIN
Veszprém,HU213,ALL#WORLD#EUR#HUN#HU2#HU21#HU213,false,,DEPARTMENT,ALL#WORLD#EUR#HUN#HU2#HU21
São Joaquim,SAO_JOAQUIM,ALL#WORLD#Americas#SOAME#BRA#BRASO#SANTA#SAO_JOAQUIM,false,,CITY,ALL#WORLD#Americas#SOAME#BRA#BRASO#SANTA
Northern Great Plain,HU32,ALL#WORLD#EUR#HUN#HU3#HU32,false,,REGION,ALL#WORLD#EUR#HUN#HU3
Ciudad Real,CUIDADREAL,ALL#WORLD#EUR#ESP#CUIDADREAL,false,,CITY,ALL#WORLD#EUR#ESP
Bad Dürkheim,DEB3C,ALL#WORLD#EUR#DEU#DEB#DEB3#DEB3C,false,,DEPARTMENT,ALL#WORLD#EUR#DEU#DEB#DEB3
O'Neill NE,ONEILNEB,ALL#WORLD#NOAME#USA#NOPLA#NEBRA#ONEILNEB,false,,CITY,ALL#WORLD#NOAME#USA#NOPLA#NEBRA
Poltava Oblast,UA11,ALL#WORLD#CIS#UKR#UA1#UA11,false,,REGION,ALL#WORLD#CIS#UKR#UA1
North Agusan,NORTHAGUSAN,ALL#WORLD#ASIA#PHL#NORTHAGUSAN,false,,NATIONAL_REGION,ALL#WORLD#ASIA#PHL
Lorestan,LOREN,ALL#WORLD#AFRMI#IRN#LOREN,false,,STATE,ALL#WORLD#AFRMI#IRN
Kordestan,KORD,ALL#WORLD#AFRMI#IRN#KORD,false,,STATE,ALL#WORLD#AFRMI#IRN
North Texas Gulf Export,NGEXTX,ALL#WORLD#NOAME#USA#SOPLA#TEXAS#GEXTX#NGEXTX,false,,REGION,ALL#WORLD#NOAME#USA#SOPLA#TEXAS#GEXTX
Central CA,CCA,ALL#WORLD#NOAME#USA#PACIF#CALIF#CCA,false,,REGION,ALL#WORLD#NOAME#USA#PACIF#CALIF
São João da Boa Vista,SAOJOAO,ALL#WORLD#Americas#SOAME#BRA#SAOP#SAOJOAO,false,,CITY,ALL#WORLD#Americas#SOAME#BRA#SAOP
Cambara Do Sul,CAMBARA_DO_SUL,ALL#WORLD#Americas#SOAME#BRA#BRASO#RIOGS#CAMBARA_DO_SUL,false,,CITY,ALL#WORLD#Americas#SOAME#BRA#BRASO#RIOGS
Central Greece,GRC_CENTRAL,ALL#WORLD#EUR#GRC#GRC_CENTRAL,false,,REGION,ALL#WORLD#EUR#GRC
Odesa District,UA425,ALL#WORLD#CIS#UKR#UA4#UA42#UA425,false,,DEPARTMENT,ALL#WORLD#CIS#UKR#UA4#UA42
Clarinda IA,CLARINDAIO,ALL#WORLD#NOAME#USA#WECB#IOWA#CLARINDAIO,false,,CITY,ALL#WORLD#NOAME#USA#WECB#IOWA
Granada,ES614,ALL#WORLD#EUR#ESP#ES6#ES61#ES614,false,,DEPARTMENT,ALL#WORLD#EUR#ESP#ES6#ES61
Eastern Finland,FIN_E,ALL#WORLD#EUR#FIN#FIN_E,false,,NATIONAL_REGION,ALL#WORLD#EUR#FIN
Fejér,HU211,ALL#WORLD#EUR#HUN#HU2#HU21#HU211,false,,DEPARTMENT,ALL#WORLD#EUR#HUN#HU2#HU21
Mainland Finland,FI1,ALL#WORLD#EUR#FIN#FI1,false,,NATIONAL_REGION,ALL#WORLD#EUR#FIN
Zambales,ZAMBALES,ALL#WORLD#ASIA#PHL#ZAMBALES,false,,NATIONAL_REGION,ALL#WORLD#ASIA#PHL
Varna,PORT_BGVAR,ALL#WORLD#EUR#BGR#PORT_BGVAR,false,,PORT_TERMINAL,ALL#WORLD#EUR#BGR
Schaumburg,SCHAUMBURG-GER,ALL#WORLD#EUR#DEU#LOWSA#SCHAUMBURG-GER,false,,TERRITORY,ALL#WORLD#EUR#DEU#LOWSA
Purchase KY,PUKENTU,ALL#WORLD#NOAME#USA#APPAL#KENTU#PUKENTU,false,,REGION,ALL#WORLD#NOAME#USA#APPAL#KENTU
"Texas, TRANS-PECOS",TX_TRANS_PECOS,ALL#WORLD#NOAME#USA#SOPLA#TEXAS#TX_TRANS_PECOS,false,,REGION,ALL#WORLD#NOAME#USA#SOPLA#TEXAS
S.J. Do Rio Claro,S.J._DO_RIO_CLARO,ALL#WORLD#Americas#SOAME#BRA#BRASE#MATOG#S.J._DO_RIO_CLARO,false,,CITY,ALL#WORLD#Americas#SOAME#BRA#BRASE#MATOG
Panevėžys County,LT025,ALL#WORLD#EUR#LTU#LT0#LT02#LT025,false,,DEPARTMENT,ALL#WORLD#EUR#LTU#LT0#LT02
PARAGUAI,PRG,CENTRAL_SOUTH_AMERICA#PRG,false,,REGION,CENTRAL_SOUTH_AMERICA
Spree-Neiße,SPREE-NEIE---GER,ALL#WORLD#EUR#DEU#BRAND#SPREE-NEIE---GER,false,,TERRITORY,ALL#WORLD#EUR#DEU#BRAND
Parma,ITH52,ALL#WORLD#EUR#ITA#ITH#ITH5#ITH52,false,,DEPARTMENT,ALL#WORLD#EUR#ITA#ITH#ITH5
North West,NORTHWESTTMS,ALL#WORLD#Americas#SOAME#BRA#BRANE#MINAS#NORTHWESTTMS,false,,REGION,ALL#WORLD#Americas#SOAME#BRA#BRANE#MINAS
Elbe-Elster,ELBE-ELSTER---GER,ALL#WORLD#EUR#DEU#BRAND#ELBE-ELSTER---GER,false,,TERRITORY,ALL#WORLD#EUR#DEU#BRAND
Karaman,KRMN,ALL#WORLD#WESTE#TUR#KRMN,false,,STATE,ALL#WORLD#WESTE#TUR
Alentejo,PT1C,ALL#WORLD#EUR#PRT#PT1#PT1C,false,,REGION,ALL#WORLD#EUR#PRT#PT1
Lawrenceville IL,LAWIL,ALL#WORLD#NOAME#USA#EASCB#ILLIN#LAWIL,false,,CITY,ALL#WORLD#NOAME#USA#EASCB#ILLIN
Jaguaré,JGUARE,ALL#WORLD#Americas#SOAME#BRA#BRANE#ESPIR#JGUARE,false,,CITY,ALL#WORLD#Americas#SOAME#BRA#BRANE#ESPIR
Capital Region,DK01,ALL#WORLD#EUR#DNK#DK0#DK01,false,,REGION,ALL#WORLD#EUR#DNK#DK0
Westerville OH,WESTOH,ALL#WORLD#NOAME#USA#EASCB#OHIO#WESTOH,false,,CITY,ALL#WORLD#NOAME#USA#EASCB#OHIO
Atucha,ATUCHA,ALL#WORLD#Americas#SOAME#ARG#ATUCHA,false,,CITY,ALL#WORLD#Americas#SOAME#ARG
Union Territory of Ladakh,UT_LADAKH,ALL#WORLD#ASIA#IND#UT_LADAKH,false,,REGION,ALL#WORLD#ASIA#IND
Tien Giang province,TIENGIANG,ALL#WORLD#ASIA#VNM#TIENGIANG,false,,DEPARTMENT,ALL#WORLD#ASIA#VNM
Patli,PATLI,ALL#WORLD#ASIA#IND#NORTI#HARYA#PATLI,false,,CITY,ALL#WORLD#ASIA#IND#NORTI#HARYA
South West MS,SOUTHWESTMS,ALL#WORLD#Americas#SOAME#BRA#BRASE#MATOS#SOUTHWESTMS,false,,REGION,ALL#WORLD#Americas#SOAME#BRA#BRASE#MATOS
Thái Bình,THAI_BINH,ALL#WORLD#ASIA#VNM#THAI_BINH,false,,REGION,ALL#WORLD#ASIA#VNM
Indre,FRB03,ALL#WORLD#EUR#FRA#FRB#FRB0#FRB03,false,,DEPARTMENT,ALL#WORLD#EUR#FRA#FRB#FRB0
Fushiki,PORT_JPFTX,ALL#WORLD#ASIA#JPN#PORT_JPFTX,false,,PORT_TERMINAL,ALL#WORLD#ASIA#JPN
Charlevoix MI,CHARMI,ALL#WORLD#NOAME#USA#EASCB#MICHI#CHARMI,false,,CITY,ALL#WORLD#NOAME#USA#EASCB#MICHI
Itajaí,ITAJAI,ALL#WORLD#Americas#SOAME#BRA#BRASO#SANTA#ITAJAI,false,,CITY,ALL#WORLD#Americas#SOAME#BRA#BRASO#SANTA
Romania Sud-Est,ROU-SE,ALL#WORLD#EUR#ROU#ROU-SE,false,,REGION,ALL#WORLD#EUR#ROU
Weser-Ems,DE94,ALL#WORLD#EUR#DEU#DE9#DE94,false,,REGION,ALL#WORLD#EUR#DEU#DE9
Central OR,COR,ALL#WORLD#NOAME#USA#PACIF#OREGO#COR,false,,REGION,ALL#WORLD#NOAME#USA#PACIF#OREGO
Port Chalmers,CHALMERS,ALL#WORLD#OCEAN#NZL#CHALMERS,false,,PORT_TERMINAL,ALL#WORLD#OCEAN#NZL
Baoding,Baoding,ALL#WORLD#ASIA#CHN#HEBEI#Baoding,false,,CITY,ALL#WORLD#ASIA#CHN#HEBEI
Vienna,AT130,ALL#WORLD#EUR#AUT#AT1#AT13#AT130,false,,DEPARTMENT,ALL#WORLD#EUR#AUT#AT1#AT13
Emsland,EMSLAND-GER,ALL#WORLD#EUR#DEU#LOWSA#EMSLAND-GER,false,,TERRITORY,ALL#WORLD#EUR#DEU#LOWSA
Paintsville,PAINTS,ALL#WORLD#NOAME#USA#APPAL#KENTU#PAINTS,false,,CITY,ALL#WORLD#NOAME#USA#APPAL#KENTU
Motril,PORT_ESMOT,ALL#WORLD#EUR#ESP#PORT_ESMOT,false,,PORT_TERMINAL,ALL#WORLD#EUR#ESP
Southeastern,BG34,ALL#WORLD#EUR#BGR#BG3#BG34,false,,REGION,ALL#WORLD#EUR#BGR#BG3
Central Italy,ITI,ALL#WORLD#EUR#ITA#ITI,false,,NATIONAL_REGION,ALL#WORLD#EUR#ITA
PACIFIC,PORT_USPFC,ALL#WORLD#NOAME#USA#PORT_USPFC,false,,PORT_TERMINAL,ALL#WORLD#NOAME#USA
Lestrem,LES,ALL#WORLD#EUR#FRA#LES,false,,CITY,ALL#WORLD#EUR#FRA
Oeiras,OEIRAS,ALL#WORLD#Americas#SOAME#BRA#BRACW#PIAUI#OEIRAS,false,,CITY,ALL#WORLD#Americas#SOAME#BRA#BRACW#PIAUI
Jakarta,PORT_IDJKT,ALL#WORLD#ASIA#IDN#PORT_IDJKT,false,,PORT_TERMINAL,ALL#WORLD#ASIA#IDN
Puerto Princesa,PUERTOPRINCESA,ALL#WORLD#ASIA#PHL#PUERTOPRINCESA,false,,CITY,ALL#WORLD#ASIA#PHL
Braunschweig (Independent City),DE911,ALL#WORLD#EUR#DEU#DE9#DE91#DE911,false,,DEPARTMENT,ALL#WORLD#EUR#DEU#DE9#DE91
Messina,ITG13,ALL#WORLD#EUR#ITA#ITG#ITG1#ITG13,false,,DEPARTMENT,ALL#WORLD#EUR#ITA#ITG#ITG1
Laranjeiras do Sul,LARA_SUL,ALL#WORLD#Americas#SOAME#BRA#BRASO#PARAN#LARA_SUL,false,,CITY,ALL#WORLD#Americas#SOAME#BRA#BRASO#PARAN
Krosno County,PL821,ALL#WORLD#EUR#POL#PL8#PL82#PL821,false,,DEPARTMENT,ALL#WORLD#EUR#POL#PL8#PL82
Dnistrovskyi Raion,UA742,ALL#WORLD#CIS#UKR#UA7#UA74#UA742,false,,DEPARTMENT,ALL#WORLD#CIS#UKR#UA7#UA74
Pechischi,PORT_PECHISCHI,ALL#WORLD#CIS#RUS#PORT_PECHISCHI,false,,PORT_TERMINAL,ALL#WORLD#CIS#RUS
Geelong,PORT_AUGEX,ALL#WORLD#OCEAN#AUS#PORT_AUGEX,false,,PORT_TERMINAL,ALL#WORLD#OCEAN#AUS
Jepara,JEPARA,ALL#WORLD#ASIA#IDN#CENTRALJAVA#JEPARA,false,,REGION,ALL#WORLD#ASIA#IDN#CENTRALJAVA
Good Hope,CAPE_GH,ALL#WORLD#EASTA#ZAF#CAPE_GH,false,,CITY,ALL#WORLD#EASTA#ZAF
Jackson MO,JACKSOMICH,ALL#WORLD#NOAME#USA#WECB#MISSO#JACKSOMICH,false,,CITY,ALL#WORLD#NOAME#USA#WECB#MISSO
Leer,DE94C,ALL#WORLD#EUR#DEU#DE9#DE94#DE94C,false,,DEPARTMENT,ALL#WORLD#EUR#DEU#DE9#DE94
Märkisch District,DEA58,ALL#WORLD#EUR#DEU#DEA#DEA5#DEA58,false,,DEPARTMENT,ALL#WORLD#EUR#DEU#DEA#DEA5
